O/F,Pc_psia,Isp_s,Tc_R,Tt_R,Te_R,MW_lbm_lbmol,Gamma,Optimal_Eps,Pe_to_Pamb
2.60,500,270.97,4109.83,3622.74,1417.25,20.5048,1.2727,4.70,1.0009
2.60,550,271.04,4110.24,3622.81,1422.34,20.5050,1.2728,5.00,1.0085
2.60,600,271.12,4110.61,3622.88,1427.02,20.5052,1.2729,5.40,0.9881
2.60,650,271.18,4110.93,3622.94,1431.35,20.5053,1.2730,5.70,0.9942
2.60,700,271.25,4111.22,3622.99,1435.37,20.5055,1.2730,6.00,0.9993
2.60,750,271.31,4111.48,3623.05,1439.14,20.5056,1.2731,6.30,1.0035
2.60,800,271.36,4111.72,3623.09,1442.69,20.5058,1.2731,6.60,1.0072
2.60,850,271.42,4111.93,3623.14,1446.03,20.5059,1.2732,7.00,0.9911
2.60,900,271.47,4112.13,3623.18,1449.19,20.5061,1.2732,7.30,0.9945
2.60,950,271.52,4112.32,3623.22,1452.19,20.5062,1.2733,7.60,0.9974
2.60,1000,271.57,4112.49,3623.26,1455.05,20.5063,1.2733,7.90,0.9997
2.70,100,272.37,4229.11,3746.07,1333.62,20.7989,1.2651,1.70,0.9814
2.70,150,272.57,4233.89,3746.99,1353.18,20.8004,1.2662,2.10,1.0309
2.70,200,272.72,4236.80,3747.56,1367.42,20.8013,1.2669,2.60,0.9772
2.70,250,272.85,4238.81,3747.94,1378.68,20.8020,1.2673,3.00,0.9790
2.70,300,272.95,4240.32,3748.22,1388.01,20.8025,1.2677,3.30,1.0165
2.70,350,273.05,4241.49,3748.44,1396.00,20.8029,1.2679,3.70,0.9990
2.70,400,273.13,4242.45,3748.62,1403.00,20.8032,1.2682,4.00,1.0172
2.70,450,273.21,4243.25,3748.77,1409.23,20.8035,1.2683,4.40,0.9950
2.70,500,273.28,4243.93,3748.90,1414.84,20.8037,1.2685,4.70,1.0046
2.70,550,273.35,4244.52,3749.01,1419.96,20.8040,1.2686,5.00,1.0109
2.70,600,273.41,4245.03,3749.11,1424.66,20.8042,1.2687,5.40,0.9882
2.70,650,273.47,4245.49,3749.20,1429.01,20.8044,1.2688,5.70,0.9922
2.70,700,273.52,4245.89,3749.28,1433.06,20.8046,1.2689,6.00,0.9949
2.70,750,273.57,4246.26,3749.35,1436.85,20.8047,1.2690,6.30,0.9970
2.70,800,273.62,4246.60,3749.42,1440.41,20.8049,1.2691,6.60,0.9985
2.70,850,273.67,4246.90,3749.48,1443.77,20.8050,1.2691,6.90,0.9996
2.70,900,273.71,4247.18,3749.54,1446.95,20.8052,1.2692,7.20,1.0005
2.70,950,273.75,4247.44,3749.59,1449.97,20.8053,1.2693,7.50,1.0012
2.70,1000,273.80,4247.69,3749.64,1452.85,20.8055,1.2693,7.80,1.0017
2.80,100,274.77,4351.37,3865.72,1330.74,21.0877,1.2597,1.70,0.9857
2.80,150,274.93,4357.83,3867.11,1350.35,21.0899,1.2612,2.10,1.0359
2.80,200,275.06,4361.79,3867.95,1364.64,21.0912,1.2621,2.60,0.9822
2.80,250,275.16,4364.53,3868.53,1375.93,21.0921,1.2627,3.00,0.9843
2.80,300,275.25,4366.59,3868.97,1385.30,21.0928,1.2632,3.30,1.0220
2.80,350,275.33,4368.21,3869.30,1393.32,21.0934,1.2635,3.70,1.0045
2.80,400,275.40,4369.52,3869.57,1400.34,21.0939,1.2638,4.10,0.9863
2.80,450,275.46,4370.61,3869.80,1406.59,21.0943,1.2641,4.40,1.0004
2.80,500,275.52,4371.54,3869.99,1412.23,21.0946,1.2643,4.70,1.0098
2.80,550,275.58,4372.35,3870.15,1417.36,21.0949,1.2644,5.10,0.9872
2.80,600,275.63,4373.06,3870.30,1422.08,21.0952,1.2646,5.40,0.9922
2.80,650,275.68,4373.68,3870.43,1426.45,21.0954,1.2647,5.70,0.9952
2.80,700,275.72,4374.25,3870.54,1430.52,21.0956,1.2649,6.00,0.9968
2.80,750,275.77,4374.75,3870.65,1434.33,21.0959,1.2650,6.30,0.9973
2.80,800,275.81,4375.21,3870.75,1437.90,21.0960,1.2651,6.60,0.9971
2.80,850,275.85,4375.63,3870.83,1441.28,21.0962,1.2652,6.90,0.9965
2.80,900,275.89,4376.01,3870.91,1444.47,21.0964,1.2652,7.20,0.9956
2.80,950,275.92,4376.37,3870.99,1447.51,21.0966,1.2653,7.50,0.9946
2.80,1000,275.96,4376.70,3871.06,1450.40,21.0967,1.2654,7.80,0.9935
2.90,100,277.08,4466.31,3979.99,1327.76,21.3679,1.2542,1.70,0.9901
2.90,150,277.21,4474.75,3982.02,1347.41,21.3710,1.2561,2.20,0.9652
2.90,200,277.31,4479.95,3983.24,1361.73,21.3729,1.2572,2.60,0.9873
2.90,250,277.39,4483.58,3984.08,1373.05,21.3742,1.2580,3.00,0.9895
2.90,300,277.46,4486.30,3984.70,1382.44,21.3751,1.2586,3.40,0.9824
2.90,350,277.53,4488.44,3985.19,1390.48,21.3759,1.2591,3.70,1.0101
2.90,400,277.59,4490.19,3985.58,1397.52,21.3766,1.2595,4.10,0.9918
2.90,450,277.64,4491.64,3985.93,1403.79,21.3771,1.2598,4.40,1.0060
2.90,500,277.69,4492.89,3986.20,1409.44,21.3776,1.2601,4.80,0.9849
2.90,550,277.73,4493.96,3986.44,1414.59,21.3780,1.2603,5.10,0.9925
2.90,600,277.78,4494.90,3986.65,1419.33,21.3783,1.2605,5.40,0.9974
2.90,650,277.82,4495.74,3986.84,1423.71,21.3786,1.2607,5.70,1.0001
2.90,700,277.86,4496.49,3987.00,1427.79,21.3789,1.2608,6.00,1.0013
2.90,750,277.89,4497.16,3987.15,1431.61,21.3792,1.2610,6.30,1.0012
2.90,800,277.93,4497.77,3987.29,1435.20,21.3795,1.2611,6.60,1.0003
2.90,850,277.96,4498.33,3987.41,1438.59,21.3797,1.2612,6.90,0.9987
2.90,900,277.99,4498.85,3987.53,1441.80,21.3799,1.2613,7.20,0.9967
2.90,950,278.02,4499.32,3987.63,1444.84,21.3801,1.2614,7.50,0.9944
2.90,1000,278.05,4499.76,3987.73,1447.74,21.3803,1.2615,7.80,0.9919
3.00,100,279.30,4574.10,4088.99,1324.71,21.6395,1.2486,1.70,0.9945
3.00,150,279.40,4584.81,4091.85,1344.38,21.6438,1.2509,2.20,0.9699
3.00,200,279.48,4591.46,4093.57,1358.72,21.6464,1.2523,2.60,0.9923
3.00,250,279.54,4596.11,4094.75,1370.05,21.6482,1.2533,3.00,0.9947
3.00,300,279.60,4599.62,4095.62,1379.46,21.6495,1.2540,3.40,0.9877
3.00,350,279.65,4602.38,4096.30,1387.52,21.6506,1.2546,3.70,1.0156
3.00,400,279.70,4604.64,4096.86,1394.58,21.6514,1.2551,4.10,0.9973
3.00,450,279.74,4606.52,4097.32,1400.86,21.6521,1.2555,4.40,1.0116
3.00,500,279.78,4608.13,4097.71,1406.53,21.6528,1.2558,4.80,0.9904
3.00,550,279.82,4609.52,4098.04,1411.69,21.6533,1.2561,5.10,0.9981
3.00,600,279.85,4610.75,4098.35,1416.44,21.6538,1.2564,5.40,1.0029
3.00,650,279.89,4611.84,4098.61,1420.83,21.6542,1.2566,5.70,1.0056
3.00,700,279.92,4612.81,4098.85,1424.92,21.6546,1.2568,6.00,1.0067
3.00,750,279.95,4613.69,4099.06,1428.75,21.6549,1.2570,6.30,1.0064
3.00,800,279.98,4614.48,4099.25,1432.35,21.6553,1.2571,6.60,1.0052
3.00,850,280.00,4615.21,4099.42,1435.75,21.6556,1.2573,6.90,1.0033
3.00,900,280.03,4615.88,4099.58,1438.96,21.6558,1.2574,7.20,1.0008
3.00,950,280.06,4616.50,4099.73,1442.02,21.6561,1.2575,7.50,0.9979
3.00,1000,280.08,4617.08,4099.86,1444.93,21.6563,1.2577,7.80,0.9947
3.10,100,281.43,4674.95,4192.81,1321.61,21.9027,1.2428,1.70,0.9990
3.10,150,281.51,4688.19,4196.69,1341.29,21.9084,1.2455,2.20,0.9746
3.10,200,281.56,4696.47,4199.03,1355.64,21.9118,1.2472,2.60,0.9973
3.10,250,281.61,4702.29,4200.64,1366.99,21.9142,1.2484,3.00,0.9999
3.10,300,281.66,4706.69,4201.84,1376.41,21.9160,1.2493,3.40,0.9930
3.10,350,281.70,4710.17,4202.77,1384.47,21.9174,1.2501,3.80,0.9816
3.10,400,281.73,4713.02,4203.53,1391.54,21.9186,1.2506,4.10,1.0028
3.10,450,281.77,4715.40,4204.15,1397.83,21.9195,1.2511,4.50,0.9845
3.10,500,281.80,4717.44,4204.69,1403.50,21.9203,1.2515,4.80,0.9960
3.10,550,281.83,4719.20,4205.15,1408.68,21.9211,1.2519,5.10,1.0037
3.10,600,281.86,4720.76,4205.55,1413.43,21.9217,1.2522,5.40,1.0086
3.10,650,281.88,4722.14,4205.91,1417.83,21.9222,1.2525,5.70,1.0113
3.10,700,281.91,4723.37,4206.22,1421.93,21.9228,1.2527,6.10,0.9888
3.10,750,281.93,4724.49,4206.51,1425.77,21.9232,1.2530,6.40,0.9897
3.10,800,281.96,4725.50,4206.79,1429.38,21.9236,1.2532,6.70,0.9895
3.10,850,281.98,4726.43,4207.02,1432.78,21.9240,1.2533,6.90,1.0086
3.10,900,282.00,4727.29,4207.24,1436.01,21.9244,1.2535,7.20,1.0060
3.10,950,282.02,4728.08,4207.44,1439.07,21.9247,1.2537,7.50,1.0028
3.10,1000,282.04,4728.81,4207.63,1441.98,21.9250,1.2538,7.80,0.9994
3.20,100,283.48,4769.03,4291.52,1330.30,22.1574,1.2368,1.70,1.0037
3.20,150,283.53,4785.05,4296.64,1344.16,22.1647,1.2400,2.20,0.9794
3.20,200,283.57,4795.13,4299.74,1355.37,22.1693,1.2420,2.60,1.0024
3.20,250,283.61,4802.26,4301.88,1364.76,22.1724,1.2435,3.00,1.0052
3.20,300,283.64,4807.67,4303.47,1373.29,22.1747,1.2445,3.40,0.9983
3.20,350,283.67,4811.95,4304.71,1381.36,22.1766,1.2454,3.80,0.9869
3.20,400,283.70,4815.47,4305.72,1388.43,22.1781,1.2461,4.10,1.0083
3.20,450,283.72,4818.42,4306.55,1394.73,22.1793,1.2467,4.50,0.9899
3.20,500,283.75,4820.94,4307.26,1400.41,22.1804,1.2472,4.80,1.0015
3.20,550,283.77,4823.13,4307.88,1405.59,22.1813,1.2476,5.10,1.0093
3.20,600,283.79,4825.07,4308.41,1410.35,22.1822,1.2480,5.50,0.9879
3.20,650,283.81,4826.78,4308.89,1414.75,22.1829,1.2483,5.80,0.9920
3.20,700,283.83,4828.32,4309.31,1418.86,22.1835,1.2486,6.10,0.9943
3.20,750,283.85,4829.71,4309.69,1422.70,22.1841,1.2489,6.40,0.9952
3.20,800,283.87,4830.98,4310.04,1426.31,22.1847,1.2491,6.70,0.9950
3.20,850,283.89,4832.14,4310.35,1429.72,22.1852,1.2494,7.00,0.9939
3.20,900,283.90,4833.21,4310.64,1432.94,22.1856,1.2496,7.30,0.9921
3.20,950,283.92,4834.19,4310.91,1436.01,22.1861,1.2498,7.50,1.0083
3.20,1000,283.93,4835.11,4311.16,1438.93,22.1864,1.2499,7.80,1.0047
3.30,100,285.42,4856.51,4385.16,1351.58,22.4036,1.2307,1.70,1.0086
3.30,150,285.46,4875.52,4391.75,1360.90,22.4130,1.2344,2.20,0.9844
3.30,200,285.49,4887.57,4395.76,1369.46,22.4188,1.2367,2.60,1.0075
3.30,250,285.52,4896.14,4398.53,1377.09,22.4228,1.2384,3.00,1.0104
3.30,300,285.54,4902.66,4400.59,1383.91,22.4258,1.2397,3.40,1.0037
3.30,350,285.56,4907.84,4402.21,1390.05,22.4282,1.2406,3.80,0.9922
3.30,400,285.58,4912.10,4403.52,1395.62,22.4301,1.2415,4.10,1.0138
3.30,450,285.60,4915.69,4404.61,1400.73,22.4317,1.2421,4.50,0.9954
3.30,500,285.62,4918.76,4405.54,1405.43,22.4331,1.2427,4.80,1.0071
3.30,550,285.64,4921.43,4406.34,1409.80,22.4343,1.2432,5.20,0.9870
3.30,600,285.65,4923.79,4407.04,1413.86,22.4353,1.2437,5.50,0.9935
3.30,650,285.67,4925.89,4407.66,1417.67,22.4363,1.2441,5.80,0.9976
3.30,700,285.68,4927.77,4408.21,1421.26,22.4371,1.2444,6.10,0.9999
3.30,750,285.70,4929.48,4408.71,1424.64,22.4378,1.2448,6.40,1.0008
3.30,800,285.71,4931.03,4409.16,1427.85,22.4385,1.2451,6.70,1.0006
3.30,850,285.73,4932.45,4409.58,1430.89,22.4392,1.2453,7.00,0.9994
3.30,900,285.74,4933.76,4409.95,1433.80,22.4397,1.2456,7.30,0.9976
3.30,950,285.75,4934.97,4410.30,1436.57,22.4403,1.2458,7.60,0.9952
3.30,1000,285.76,4936.09,4410.62,1439.23,22.4408,1.2460,7.90,0.9924
3.40,100,287.25,4937.57,4473.77,1380.65,22.6415,1.2246,1.70,1.0137
3.40,150,287.29,4959.75,4482.07,1384.93,22.6532,1.2287,2.20,0.9895
3.40,200,287.31,4973.91,4487.14,1389.96,22.6604,1.2313,2.60,1.0128
3.40,250,287.33,4984.04,4490.66,1395.08,22.6655,1.2332,3.00,1.0158
3.40,300,287.35,4991.77,4493.29,1400.03,22.6692,1.2346,3.40,1.0090
3.40,350,287.37,4997.94,4495.35,1404.75,22.6722,1.2358,3.80,0.9976
3.40,400,287.39,5003.02,4497.03,1409.19,22.6746,1.2367,4.20,0.9840
3.40,450,287.40,5007.30,4498.42,1413.38,22.6767,1.2375,4.50,1.0009
3.40,500,287.41,5010.98,4499.61,1417.32,22.6784,1.2382,4.80,1.0127
3.40,550,287.43,5014.19,4500.63,1421.04,22.6799,1.2388,5.20,0.9925
3.40,600,287.44,5017.02,4501.53,1424.56,22.6812,1.2393,5.50,0.9990
3.40,650,287.45,5019.55,4502.32,1427.89,22.6824,1.2398,5.80,1.0032
3.40,700,287.46,5021.81,4503.03,1431.06,22.6835,1.2402,6.10,1.0055
3.40,750,287.47,5023.87,4503.67,1434.08,22.6844,1.2406,6.40,1.0064
3.40,800,287.48,5025.74,4504.25,1436.96,22.6853,1.2409,6.70,1.0062
3.40,850,287.49,5027.46,4504.77,1439.71,22.6861,1.2412,7.00,1.0050
3.40,900,287.50,5029.04,4505.26,1442.35,22.6868,1.2415,7.30,1.0032
3.40,950,287.51,5030.51,4505.71,1444.87,22.6875,1.2418,7.60,1.0008
3.40,1000,287.52,5031.87,4506.12,1447.30,22.6881,1.2420,7.90,0.9980
3.50,100,288.97,5012.36,4557.39,1414.79,22.8711,1.2183,1.70,1.0190
3.50,150,289.01,5037.86,4567.63,1415.64,22.8854,1.2228,2.20,0.9947
3.50,200,289.04,5054.27,4573.93,1417.51,22.8942,1.2258,2.60,1.0182
3.50,250,289.06,5066.05,4578.32,1419.94,22.9004,1.2279,3.00,1.0212
3.50,300,289.07,5075.09,4581.60,1422.68,22.9051,1.2295,3.40,1.0145
3.50,350,289.09,5082.32,4584.19,1425.55,22.9088,1.2308,3.80,1.0031
3.50,400,289.10,5088.30,4586.28,1428.46,22.9118,1.2319,4.20,0.9894
3.50,450,289.11,5093.34,4588.03,1431.36,22.9143,1.2328,4.50,1.0064
3.50,500,289.12,5097.69,4589.52,1434.21,22.9165,1.2335,4.90,0.9884
3.50,550,289.13,5101.48,4590.81,1436.99,22.9184,1.2342,5.20,0.9980
3.50,600,289.14,5104.84,4591.94,1439.69,22.9200,1.2348,5.50,1.0046
3.50,650,289.15,5107.83,4592.94,1442.32,22.9215,1.2354,5.80,1.0088
3.50,700,289.16,5110.52,4593.83,1444.86,22.9228,1.2358,6.10,1.0111
3.50,750,289.17,5112.97,4594.63,1447.32,22.9239,1.2363,6.50,0.9901
3.50,800,289.17,5115.20,4595.36,1449.70,22.9250,1.2367,6.80,0.9909
3.50,850,289.18,5117.24,4596.03,1452.00,22.9260,1.2370,7.10,0.9907
3.50,900,289.19,5119.13,4596.64,1454.23,22.9269,1.2374,7.30,1.0088
3.50,950,289.20,5120.87,4597.21,1456.39,22.9277,1.2377,7.60,1.0064
3.50,1000,289.20,5122.50,4597.73,1458.48,22.9285,1.2380,7.90,1.0035
3.60,100,290.59,5081.04,4636.01,1450.83,23.0924,1.2119,1.70,1.0245
3.60,150,290.64,5109.98,4648.45,1450.00,23.1095,1.2169,2.20,1.0002
3.60,200,290.67,5128.73,4656.14,1450.06,23.1202,1.2201,2.60,1.0238
3.60,250,290.69,5142.27,4661.52,1450.64,23.1277,1.2224,3.10,0.9772
3.60,300,290.70,5152.70,4665.56,1451.59,23.1334,1.2242,3.40,1.0201
3.60,350,290.72,5161.07,4668.73,1452.78,23.1379,1.2257,3.80,1.0086
3.60,400,290.73,5168.00,4671.32,1454.16,23.1416,1.2269,4.20,0.9949
3.60,450,290.74,5173.87,4673.49,1455.67,23.1447,1.2279,4.50,1.0120
3.60,500,290.75,5178.93,4675.33,1457.26,23.1473,1.2288,4.90,0.9940
3.60,550,290.76,5183.36,4676.92,1458.91,23.1496,1.2295,5.20,1.0036
3.60,600,290.76,5187.29,4678.32,1460.60,23.1516,1.2302,5.50,1.0102
3.60,650,290.77,5190.79,4679.56,1462.31,23.1534,1.2308,5.90,0.9901
3.60,700,290.78,5193.95,4680.67,1464.02,23.1550,1.2314,6.20,0.9937
3.60,750,290.78,5196.82,4681.67,1465.72,23.1565,1.2319,6.50,0.9957
3.60,800,290.79,5199.44,4682.58,1467.42,23.1578,1.2323,6.80,0.9965
3.60,850,290.80,5201.84,4683.41,1469.09,23.1590,1.2327,7.10,0.9963
3.60,900,290.80,5204.06,4684.17,1470.75,23.1601,1.2331,7.40,0.9953
3.60,950,290.81,5206.12,4684.87,1472.38,23.1612,1.2335,7.70,0.9937
3.60,1000,290.81,5208.04,4685.52,1473.99,23.1621,1.2338,8.00,0.9916
3.70,100,292.11,5143.79,4709.64,1487.26,23.3053,1.2056,1.70,1.0303
3.70,150,292.16,5176.24,4724.50,1485.61,23.3256,1.2108,2.20,1.0059
3.70,200,292.20,5197.42,4733.76,1484.80,23.3384,1.2143,2.70,0.9714
3.70,250,292.22,5212.78,4740.25,1484.44,23.3474,1.2168,3.10,0.9827
3.70,300,292.24,5224.66,4745.14,1484.40,23.3542,1.2188,3.50,0.9826
3.70,350,292.26,5234.24,4749.01,1484.57,23.3597,1.2204,3.80,1.0143
3.70,400,292.27,5242.19,4752.16,1484.91,23.3641,1.2218,4.20,1.0006
3.70,450,292.28,5248.93,4754.79,1485.40,23.3678,1.2229,4.60,0.9859
3.70,500,292.29,5254.77,4757.04,1485.99,23.3710,1.2239,4.90,0.9996
3.70,550,292.30,5259.88,4758.99,1486.67,23.3738,1.2247,5.20,1.0093
3.70,600,292.30,5264.41,4760.70,1487.43,23.3762,1.2255,5.60,0.9902
3.70,650,292.31,5268.47,4762.22,1488.25,23.3784,1.2262,5.90,0.9957
3.70,700,292.32,5272.13,4763.58,1489.12,23.3803,1.2268,6.20,0.9993
3.70,750,292.32,5275.46,4764.80,1490.03,23.3821,1.2273,6.50,1.0013
3.70,800,292.33,5278.50,4765.92,1490.98,23.3837,1.2279,6.80,1.0021
3.70,850,292.33,5281.30,4766.93,1491.95,23.3851,1.2283,7.10,1.0019
3.70,900,292.34,5283.88,4767.87,1492.94,23.3865,1.2288,7.40,1.0010
3.70,950,292.34,5286.28,4768.73,1493.95,23.3877,1.2292,7.70,0.9993
3.70,1000,292.35,5288.52,4769.53,1494.97,23.3889,1.2295,8.00,0.9972
3.80,100,293.54,5200.79,4778.25,1523.63,23.5100,1.1992,1.70,1.0364
3.80,150,293.60,5236.77,4795.77,1521.43,23.5337,1.2047,2.20,1.0119
3.80,200,293.64,5260.42,4806.75,1520.15,23.5487,1.2084,2.70,0.9771
3.80,250,293.67,5277.67,4814.49,1519.32,23.5594,1.2112,3.10,0.9885
3.80,300,293.69,5291.06,4820.34,1518.79,23.5675,1.2133,3.50,0.9882
3.80,350,293.71,5301.89,4824.97,1518.45,23.5739,1.2150,3.90,0.9820
3.80,400,293.73,5310.91,4828.76,1518.26,23.5792,1.2165,4.20,1.0063
3.80,450,293.74,5318.58,4831.94,1518.19,23.5837,1.2177,4.60,0.9915
3.80,500,293.75,5325.22,4834.65,1518.21,23.5875,1.2188,4.90,1.0053
3.80,550,293.76,5331.06,4837.00,1518.31,23.5908,1.2198,5.30,0.9878
3.80,600,293.76,5336.24,4839.07,1518.47,23.5937,1.2206,5.60,0.9958
3.80,650,293.77,5340.89,4840.90,1518.70,23.5963,1.2214,5.90,1.0014
3.80,700,293.78,5345.08,4842.55,1518.97,23.5986,1.2220,6.20,1.0050
3.80,750,293.78,5348.91,4844.03,1519.30,23.6007,1.2227,6.50,1.0070
3.80,800,293.79,5352.40,4845.38,1519.66,23.6026,1.2232,6.80,1.0078
3.80,850,293.79,5355.62,4846.62,1520.06,23.6044,1.2238,7.10,1.0076
3.80,900,293.80,5358.60,4847.75,1520.49,23.6060,1.2242,7.40,1.0067
3.80,950,293.80,5361.37,4848.80,1520.94,23.6075,1.2247,7.70,1.0050
3.80,1000,293.81,5363.95,4849.77,1521.43,23.6089,1.2251,8.00,1.0028
3.90,100,294.88,5252.25,4841.83,1559.87,23.7065,1.1928,1.70,1.0428
3.90,150,294.96,5291.74,4862.20,1557.20,23.7338,1.1985,2.20,1.0182
3.90,200,295.01,5317.88,4875.07,1555.56,23.7512,1.2025,2.70,0.9831
3.90,250,295.04,5337.05,4884.19,1554.43,23.7637,1.2054,3.10,0.9944
3.90,300,295.06,5351.99,4891.11,1553.61,23.7732,1.2077,3.50,0.9942
3.90,350,295.08,5364.10,4896.60,1553.00,23.7807,1.2095,3.90,0.9878
3.90,400,295.10,5374.22,4901.10,1552.53,23.7869,1.2111,4.20,1.0122
3.90,450,295.11,5382.86,4904.88,1552.17,23.7922,1.2124,4.60,0.9974
3.90,500,295.12,5390.35,4908.11,1551.90,23.7967,1.2136,4.90,1.0112
3.90,550,295.13,5396.94,4910.92,1551.70,23.8006,1.2147,5.30,0.9936
3.90,600,295.14,5402.81,4913.39,1551.56,23.8041,1.2156,5.60,1.0016
3.90,650,295.15,5408.07,4915.59,1551.46,23.8071,1.2164,5.90,1.0072
3.90,700,295.16,5412.84,4917.56,1551.42,23.8099,1.2172,6.20,1.0108
3.90,750,295.17,5417.19,4919.34,1551.41,23.8124,1.2178,6.60,0.9913
3.90,800,295.17,5421.17,4920.96,1551.43,23.8147,1.2185,6.90,0.9931
3.90,850,295.18,5424.84,4922.44,1551.48,23.8168,1.2191,7.20,0.9938
3.90,900,295.18,5428.23,4923.80,1551.57,23.8187,1.2196,7.50,0.9936
3.90,950,295.19,5431.39,4925.06,1551.67,23.8205,1.2201,7.80,0.9927
3.90,1000,295.19,5434.34,4926.23,1551.80,23.8222,1.2206,8.00,1.0086
4.00,100,296.15,5298.42,4900.34,1596.01,23.8946,1.1865,1.80,0.9527
4.00,150,296.23,5341.35,4923.76,1592.86,23.9258,1.1924,2.20,1.0248
4.00,200,296.29,5369.95,4938.67,1590.88,23.9459,1.1965,2.70,0.9894
4.00,250,296.33,5391.04,4949.29,1589.50,23.9602,1.1995,3.10,1.0007
4.00,300,296.35,5407.54,4957.37,1588.46,23.9712,1.2019,3.50,1.0003
4.00,350,296.38,5420.97,4963.81,1587.65,23.9800,1.2039,3.90,0.9939
4.00,400,296.40,5432.21,4969.10,1587.01,23.9873,1.2056,4.30,0.9841
4.00,450,296.41,5441.84,4973.55,1586.47,23.9934,1.2070,4.60,1.0034
4.00,500,296.43,5450.20,4977.36,1586.03,23.9986,1.2083,5.00,0.9882
4.00,550,296.44,5457.58,4980.69,1585.67,24.0032,1.2094,5.30,0.9995
4.00,600,296.45,5464.16,4983.61,1585.36,24.0073,1.2104,5.60,1.0076
4.00,650,296.46,5470.07,4986.22,1585.09,24.0109,1.2113,6.00,0.9893
4.00,700,296.47,5475.43,4988.55,1584.87,24.0142,1.2121,6.30,0.9941
4.00,750,296.47,5480.32,4990.67,1584.69,24.0171,1.2129,6.60,0.9971
4.00,800,296.48,5484.81,4992.59,1584.54,24.0198,1.2136,6.90,0.9989
4.00,850,296.49,5488.95,4994.36,1584.41,24.0223,1.2142,7.20,0.9996
4.00,900,296.49,5492.79,4995.98,1584.31,24.0245,1.2148,7.50,0.9994
4.00,950,296.50,5496.36,4997.48,1584.23,24.0266,1.2153,7.80,0.9985
4.00,1000,296.50,5499.70,4998.87,1584.17,24.0286,1.2158,8.10,0.9971
4.10,100,297.34,5339.57,4953.80,1632.11,24.0746,1.1804,1.80,0.9593
4.10,150,297.43,5385.81,4980.40,1628.44,24.1098,1.1864,2.20,1.0318
4.10,200,297.50,5416.83,4997.48,1626.12,24.1325,1.1905,2.70,0.9961
4.10,250,297.54,5439.81,5009.71,1624.48,24.1489,1.1937,3.10,1.0073
4.10,300,297.57,5457.86,5019.06,1623.24,24.1616,1.1962,3.50,1.0068
4.10,350,297.60,5472.60,5026.53,1622.26,24.1717,1.1982,3.90,1.0002
4.10,400,297.62,5484.99,5032.68,1621.46,24.1801,1.2000,4.30,0.9903
4.10,450,297.64,5495.61,5037.87,1620.79,24.1871,1.2015,4.60,1.0096
4.10,500,297.66,5504.86,5042.33,1620.22,24.1932,1.2029,5.00,0.9943
4.10,550,297.67,5513.04,5046.22,1619.74,24.1986,1.2041,5.30,1.0056
4.10,600,297.68,5520.34,5049.65,1619.31,24.2033,1.2051,5.70,0.9886
4.10,650,297.69,5526.92,5052.71,1618.94,24.2075,1.2061,6.00,0.9954
4.10,700,297.70,5532.89,5055.46,1618.61,24.2113,1.2070,6.30,1.0001
4.10,750,297.71,5538.35,5057.95,1618.32,24.2147,1.2078,6.60,1.0032
4.10,800,297.72,5543.36,5060.21,1618.07,24.2179,1.2085,6.90,1.0049
4.10,850,297.73,5547.99,5062.29,1617.84,24.2208,1.2092,7.20,1.0056
4.10,900,297.73,5552.29,5064.21,1617.63,24.2234,1.2098,7.50,1.0054
4.10,950,297.74,5556.30,5065.98,1617.45,24.2259,1.2104,7.80,1.0045
4.10,1000,297.75,5560.04,5067.62,1617.28,24.2282,1.2110,8.10,1.0030
4.20,100,298.45,5376.01,5002.25,1668.24,24.2464,1.1746,1.80,0.9662
4.20,150,298.56,5425.40,5032.13,1664.01,24.2857,1.1805,2.30,0.9688
4.20,200,298.63,5458.74,5051.46,1661.33,24.3113,1.1847,2.70,1.0031
4.20,250,298.69,5483.56,5065.39,1659.41,24.3298,1.1879,3.10,1.0142
4.20,300,298.72,5503.14,5076.09,1657.95,24.3442,1.1904,3.50,1.0136
4.20,350,298.75,5519.17,5084.67,1656.79,24.3557,1.1926,3.90,1.0068
4.20,400,298.78,5532.68,5091.77,1655.84,24.3653,1.1944,4.30,0.9968
4.20,450,298.80,5544.30,5097.76,1655.04,24.3734,1.1960,4.70,0.9852
4.20,500,298.82,5554.44,5102.92,1654.36,24.3804,1.1974,5.00,1.0007
4.20,550,298.83,5563.43,5107.43,1653.76,24.3865,1.1986,5.30,1.0120
4.20,600,298.85,5571.46,5111.42,1653.24,24.3920,1.1997,5.70,0.9948
4.20,650,298.86,5578.71,5114.97,1652.78,24.3968,1.2008,6.00,1.0016
4.20,700,298.87,5585.30,5118.18,1652.37,24.4012,1.2017,6.30,1.0063
4.20,750,298.88,5591.33,5121.08,1652.00,24.4052,1.2025,6.60,1.0094
4.20,800,298.89,5596.88,5123.73,1651.66,24.4088,1.2033,7.00,0.9909
4.20,850,298.90,5602.02,5126.16,1651.36,24.4122,1.2041,7.30,0.9924
4.20,900,298.91,5606.79,5128.40,1651.08,24.4153,1.2047,7.60,0.9930
4.20,950,298.92,5611.24,5130.47,1650.83,24.4181,1.2054,7.90,0.9928
4.20,1000,298.92,5615.40,5132.40,1650.59,24.4208,1.2060,8.20,0.9920
4.30,100,299.50,5408.08,5045.78,1704.44,24.4102,1.1691,1.80,0.9734
